,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,duration1,log_duration,pdays1,log_pdays
7689,52,unknown,married,basic.6y,no,no,no,telephone,may,fri,54,4,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no,54,3.98898404656427,999,6.90675477864855
25252,45,management,married,university.degree,no,no,no,cellular,nov,tue,633,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no,633,6.45047042214418,999,6.90675477864855
32550,34,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,322,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no,322,5.77455154554441,999,6.90675477864855
24844,43,entrepreneur,married,basic.4y,no,yes,no,cellular,nov,tue,145,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no,145,4.97673374242057,999,6.90675477864855
33687,44,admin.,married,high.school,no,yes,no,cellular,may,wed,150,3,999,2,failure,-1.8,92.893,-46.2,1.281,5099.1,no,150,5.01063529409626,999,6.90675477864855
6033,43,management,married,basic.4y,no,yes,no,telephone,may,tue,224,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no,224,5.41164605185504,999,6.90675477864855
21482,30,admin.,married,university.degree,no,no,no,cellular,aug,tue,111,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,111,4.70953020131233,999,6.90675477864855
40435,47,management,married,university.degree,no,yes,no,cellular,aug,mon,145,3,3,2,success,-1.7,94.027,-38.3,0.904,4991.6,no,145,4.97673374242057,3,1.09861228866811
1208,35,unknown,married,basic.9y,no,yes,no,telephone,may,thu,235,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,235,5.45958551414416,999,6.90675477864855
3445,38,technician,married,university.degree,no,yes,no,telephone,may,thu,770,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no,770,6.64639051484773,999,6.90675477864855
17616,53,management,married,unknown,no,no,no,cellular,jul,mon,123,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,123,4.81218435537242,999,6.90675477864855
30889,44,management,married,university.degree,no,yes,no,cellular,may,tue,71,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no,71,4.26267987704132,999,6.90675477864855
27330,54,admin.,married,university.degree,unknown,no,no,cellular,nov,fri,298,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no,298,5.6970934865054,999,6.90675477864855
23412,31,technician,single,professional.course,no,no,no,cellular,aug,wed,218,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,218,5.38449506278909,999,6.90675477864855
20977,31,technician,married,professional.course,no,yes,no,cellular,aug,thu,104,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,104,4.64439089914137,999,6.90675477864855
16120,31,admin.,single,university.degree,no,yes,no,cellular,jul,tue,89,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,89,4.48863636973214,999,6.90675477864855
3178,49,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,1036,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no,1036,6.94312242281943,999,6.90675477864855
37150,46,unknown,married,unknown,no,no,yes,cellular,aug,wed,299,2,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,no,299,5.70044357339069,999,6.90675477864855
25863,34,admin.,married,university.degree,no,yes,yes,cellular,nov,wed,147,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no,147,4.99043258677874,999,6.90675477864855
33165,47,admin.,divorced,high.school,no,yes,no,cellular,may,tue,105,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no,105,4.65396035015752,999,6.90675477864855
7393,32,unemployed,single,high.school,unknown,yes,yes,telephone,may,fri,289,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no,289,5.66642668811243,999,6.90675477864855
32606,24,services,single,high.school,no,yes,yes,cellular,may,mon,590,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no,590,6.38012253689976,999,6.90675477864855
39591,24,student,single,high.school,no,yes,no,cellular,may,wed,173,1,999,3,failure,-1.8,93.876,-40,0.672,5008.7,no,173,5.15329159449778,999,6.90675477864855
31360,34,admin.,married,high.school,no,no,no,cellular,may,wed,191,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no,191,5.25227342804663,999,6.90675477864855
53,60,admin.,married,high.school,no,no,no,telephone,may,mon,253,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no,253,5.53338948872752,999,6.90675477864855
19489,30,student,single,university.degree,no,yes,yes,cellular,aug,thu,358,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,358,5.8805329864007,999,6.90675477864855
6719,34,admin.,married,high.school,no,no,no,telephone,may,wed,357,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no,357,5.87773578177964,999,6.90675477864855
33899,32,services,single,high.school,no,yes,no,cellular,may,wed,53,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no,53,3.97029191355212,999,6.90675477864855
1447,28,blue-collar,married,basic.6y,unknown,yes,yes,telephone,may,thu,318,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,318,5.76205138278018,999,6.90675477864855
2739,43,services,married,high.school,no,no,no,telephone,may,wed,124,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no,124,4.82028156560504,999,6.90675477864855
12085,30,entrepreneur,married,basic.9y,no,no,no,telephone,jun,fri,153,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no,153,5.03043792139244,999,6.90675477864855
20614,46,technician,married,professional.course,no,yes,no,cellular,aug,wed,114,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,114,4.7361984483945,999,6.90675477864855
25793,30,admin.,divorced,high.school,no,yes,no,cellular,nov,wed,124,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no,124,4.82028156560504,999,6.90675477864855
33204,27,blue-collar,single,basic.4y,no,no,no,cellular,may,tue,176,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no,176,5.17048399503815,999,6.90675477864855
37875,40,technician,married,high.school,no,yes,no,cellular,aug,mon,83,1,999,0,nonexistent,-2.9,92.201,-31.4,0.821,5076.2,no,83,4.4188406077966,999,6.90675477864855
9946,47,blue-collar,divorced,basic.4y,no,no,yes,telephone,jun,wed,450,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,450,6.10924758276437,999,6.90675477864855
28392,40,self-employed,married,university.degree,no,yes,no,cellular,apr,thu,236,1,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1,no,236,5.46383180502561,999,6.90675477864855
21896,32,admin.,divorced,university.degree,no,no,no,cellular,aug,wed,102,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,102,4.62497281328427,999,6.90675477864855
7314,37,housemaid,married,university.degree,unknown,yes,no,telephone,may,thu,25,11,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no,25,3.2188758248682,999,6.90675477864855
17607,30,admin.,married,unknown,no,no,no,cellular,jul,mon,234,11,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,234,5.4553211153577,999,6.90675477864855
7171,46,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,thu,101,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no,101,4.61512051684126,999,6.90675477864855
35549,38,technician,single,professional.course,no,no,no,cellular,may,mon,170,2,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,no,170,5.13579843705026,999,6.90675477864855
37457,29,admin.,married,university.degree,no,no,no,cellular,aug,thu,111,5,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,no,111,4.70953020131233,999,6.90675477864855
12974,35,technician,married,professional.course,no,yes,no,cellular,jul,tue,157,8,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,157,5.05624580534831,999,6.90675477864855
11780,39,services,single,high.school,no,no,no,telephone,jun,fri,48,10,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,48,3.87120101090789,999,6.90675477864855
22680,35,admin.,married,university.degree,no,no,no,cellular,aug,fri,166,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,166,5.11198778835654,999,6.90675477864855
28275,29,technician,married,university.degree,no,yes,no,cellular,apr,wed,58,3,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no,58,4.06044301054642,999,6.90675477864855
27626,42,admin.,married,high.school,no,yes,no,cellular,nov,fri,8,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no,8,2.07944154167984,999,6.90675477864855
10841,29,technician,single,high.school,no,no,no,telephone,jun,wed,112,3,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no,112,4.71849887129509,999,6.90675477864855
27047,38,admin.,divorced,basic.9y,no,no,no,cellular,nov,fri,71,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no,71,4.26267987704132,999,6.90675477864855
7591,47,unknown,married,unknown,unknown,no,no,telephone,may,fri,147,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no,147,4.99043258677874,999,6.90675477864855
21223,38,admin.,married,university.degree,no,no,no,cellular,aug,mon,431,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,431,6.06610809010375,999,6.90675477864855
16726,27,admin.,married,high.school,no,yes,no,telephone,jul,wed,103,5,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,103,4.63472898822964,999,6.90675477864855
18326,36,technician,married,professional.course,no,no,no,cellular,jul,wed,84,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,84,4.43081679884331,999,6.90675477864855
39363,51,admin.,married,university.degree,no,yes,yes,cellular,mar,fri,201,3,999,1,failure,-1.8,93.369,-34.8,0.636,5008.7,no,201,5.30330490805908,999,6.90675477864855
6625,31,entrepreneur,single,basic.9y,no,no,no,telephone,may,wed,232,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no,232,5.44673737166631,999,6.90675477864855
8803,41,blue-collar,married,basic.9y,no,no,yes,telephone,jun,thu,327,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no,327,5.78996017089725,999,6.90675477864855
18201,44,admin.,married,university.degree,no,yes,no,cellular,jul,wed,486,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,486,6.18620862390049,999,6.90675477864855
22239,55,technician,married,professional.course,no,yes,no,cellular,aug,thu,86,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,86,4.45434729625351,999,6.90675477864855
17432,44,management,married,high.school,unknown,no,no,telephone,jul,mon,137,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,137,4.91998092582813,999,6.90675477864855
19592,48,services,married,basic.4y,unknown,no,yes,cellular,aug,thu,187,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,187,5.23110861685459,999,6.90675477864855
34226,29,admin.,married,university.degree,no,yes,no,cellular,may,wed,126,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no,126,4.83628190695148,999,6.90675477864855
40370,30,admin.,single,university.degree,no,no,no,telephone,aug,wed,156,1,999,1,failure,-1.7,94.027,-38.3,0.9,4991.6,no,156,5.04985600724954,999,6.90675477864855
26590,30,blue-collar,single,basic.9y,no,yes,no,cellular,nov,thu,145,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no,145,4.97673374242057,999,6.90675477864855
10899,42,admin.,divorced,university.degree,no,no,no,telephone,jun,wed,104,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no,104,4.64439089914137,999,6.90675477864855
36958,63,retired,divorced,university.degree,no,yes,yes,cellular,jul,thu,146,1,999,1,failure,-2.9,92.469,-33.6,1.072,5076.2,no,146,4.98360662170834,999,6.90675477864855
8335,54,technician,married,university.degree,unknown,no,no,telephone,jun,tue,294,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,294,5.68357976733868,999,6.90675477864855
35406,28,technician,single,university.degree,no,no,yes,telephone,may,fri,166,4,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no,166,5.11198778835654,999,6.90675477864855
6311,41,admin.,divorced,high.school,no,no,no,telephone,may,tue,72,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no,72,4.27666611901606,999,6.90675477864855
975,55,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,55,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no,55,4.00733318523247,999,6.90675477864855
30553,51,blue-collar,married,basic.4y,no,yes,no,cellular,may,mon,77,2,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no,77,4.34380542185368,999,6.90675477864855
7192,49,admin.,married,basic.6y,unknown,no,yes,telephone,may,thu,29,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no,29,3.36729582998647,999,6.90675477864855
38208,48,management,married,university.degree,no,yes,yes,cellular,oct,wed,157,2,999,0,nonexistent,-3.4,92.431,-26.9,0.74,5017.5,no,157,5.05624580534831,999,6.90675477864855
6526,34,blue-collar,single,university.degree,no,no,no,telephone,may,wed,156,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no,156,5.04985600724954,999,6.90675477864855
15153,29,technician,married,high.school,unknown,no,no,cellular,jul,thu,321,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no,321,5.77144112313002,999,6.90675477864855
20681,41,admin.,married,university.degree,no,yes,no,cellular,aug,wed,460,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,460,6.13122648948314,999,6.90675477864855
1396,43,unemployed,married,basic.4y,no,no,no,telephone,may,thu,92,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,92,4.52178857704904,999,6.90675477864855
1954,26,entrepreneur,married,unknown,no,no,no,telephone,may,fri,194,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,194,5.26785815906333,999,6.90675477864855
7177,30,blue-collar,married,basic.9y,no,yes,no,telephone,may,thu,58,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no,58,4.06044301054642,999,6.90675477864855
37888,53,admin.,married,university.degree,unknown,yes,no,cellular,sep,tue,81,5,999,0,nonexistent,-3.4,92.379,-29.8,0.819,5017.5,no,81,4.39444915467244,999,6.90675477864855
20085,44,admin.,married,high.school,no,no,no,cellular,aug,mon,126,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,126,4.83628190695148,999,6.90675477864855
20367,47,blue-collar,married,basic.9y,no,no,no,cellular,aug,tue,172,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,172,5.14749447681345,999,6.90675477864855
33740,36,blue-collar,married,basic.6y,unknown,yes,yes,cellular,may,wed,10,9,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no,10,2.30258509299405,999,6.90675477864855
37811,67,retired,divorced,university.degree,no,yes,no,cellular,aug,wed,89,5,999,1,failure,-2.9,92.201,-31.4,0.834,5076.2,no,89,4.48863636973214,999,6.90675477864855
38836,40,technician,single,university.degree,no,no,no,cellular,nov,mon,141,3,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,no,141,4.94875989037817,999,6.90675477864855
16329,51,blue-collar,married,basic.4y,no,yes,no,cellular,jul,tue,279,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,279,5.63121178182137,999,6.90675477864855
35823,25,unemployed,married,university.degree,no,no,no,cellular,may,mon,32,8,10,1,success,-1.8,92.893,-46.2,1.244,5099.1,no,32,3.46573590279973,10,2.30258509299405
10584,37,blue-collar,single,basic.6y,unknown,unknown,unknown,telephone,jun,tue,82,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,82,4.40671924726425,999,6.90675477864855
2202,57,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,mon,300,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no,300,5.7037824746562,999,6.90675477864855
38378,55,entrepreneur,married,professional.course,no,yes,no,telephone,oct,mon,323,2,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,no,323,5.77765232322266,999,6.90675477864855
27169,50,admin.,married,university.degree,no,yes,no,cellular,nov,fri,169,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no,169,5.12989871492307,999,6.90675477864855
40384,18,student,single,unknown,no,yes,yes,telephone,aug,wed,297,1,999,0,nonexistent,-1.7,94.027,-38.3,0.9,4991.6,no,297,5.6937321388027,999,6.90675477864855
33653,36,blue-collar,divorced,basic.9y,unknown,no,no,cellular,may,wed,211,3,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no,211,5.35185813347607,999,6.90675477864855
3039,28,services,married,unknown,no,yes,no,telephone,may,wed,260,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no,260,5.56068163101553,999,6.90675477864855
28835,55,admin.,married,university.degree,no,yes,no,cellular,apr,thu,211,3,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,211,5.35185813347607,999,6.90675477864855
11635,46,housemaid,married,basic.4y,no,no,no,telephone,jun,fri,134,10,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,134,4.89783979995091,999,6.90675477864855
7424,26,technician,married,professional.course,no,no,no,telephone,may,fri,180,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no,180,5.19295685089021,999,6.90675477864855
27547,44,admin.,married,university.degree,no,no,no,cellular,nov,fri,77,5,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no,77,4.34380542185368,999,6.90675477864855
16132,56,admin.,married,unknown,unknown,no,no,cellular,jul,tue,599,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,599,6.39526159811545,999,6.90675477864855
35339,26,entrepreneur,married,professional.course,no,no,no,telephone,may,fri,75,10,999,2,failure,-1.8,92.893,-46.2,1.25,5099.1,no,75,4.31748811353631,999,6.90675477864855
25644,36,management,married,university.degree,no,yes,no,cellular,nov,wed,94,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no,94,4.54329478227,999,6.90675477864855
40014,29,admin.,single,high.school,no,no,no,telephone,jul,thu,28,1,999,0,nonexistent,-1.7,94.215,-40.3,0.782,4991.6,no,28,3.3322045101752,999,6.90675477864855
4101,35,blue-collar,divorced,basic.9y,no,yes,yes,telephone,may,mon,400,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no,400,5.99146454710798,999,6.90675477864855
34992,28,technician,single,professional.course,no,yes,no,telephone,may,fri,8,9,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no,8,2.07944154167984,999,6.90675477864855
22055,30,housemaid,married,university.degree,no,yes,no,cellular,aug,wed,83,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,83,4.4188406077966,999,6.90675477864855
30088,33,services,single,high.school,no,yes,no,cellular,apr,mon,44,3,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,no,44,3.78418963391826,999,6.90675477864855
23731,40,technician,married,professional.course,no,yes,no,cellular,aug,thu,142,8,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no,142,4.95582705760126,999,6.90675477864855
38370,55,entrepreneur,married,professional.course,no,no,no,cellular,oct,mon,116,1,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,no,116,4.75359019110636,999,6.90675477864855
5661,56,retired,married,high.school,no,yes,no,telephone,may,mon,167,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no,167,5.11799381241676,999,6.90675477864855
26556,30,blue-collar,single,basic.9y,unknown,yes,no,cellular,nov,thu,71,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no,71,4.26267987704132,999,6.90675477864855
3843,52,entrepreneur,married,university.degree,unknown,yes,no,telephone,may,fri,541,5,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no,541,6.29341927884648,999,6.90675477864855
11280,43,blue-collar,divorced,basic.9y,unknown,no,no,telephone,jun,thu,409,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,409,6.0137151560428,999,6.90675477864855
26313,38,entrepreneur,married,basic.9y,no,no,no,cellular,nov,thu,166,3,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no,166,5.11198778835654,999,6.90675477864855
38369,60,retired,married,basic.4y,no,no,no,cellular,oct,mon,82,1,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,no,82,4.40671924726425,999,6.90675477864855
13709,31,admin.,married,high.school,no,yes,no,cellular,jul,thu,244,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,244,5.4971682252932,999,6.90675477864855
38837,25,student,single,high.school,no,yes,no,cellular,nov,mon,61,3,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,no,61,4.11087386417331,999,6.90675477864855
34033,39,blue-collar,married,high.school,no,yes,no,cellular,may,wed,298,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no,298,5.6970934865054,999,6.90675477864855
21446,31,technician,married,professional.course,no,yes,no,cellular,aug,tue,284,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,284,5.64897423816121,999,6.90675477864855
22775,50,blue-collar,married,basic.4y,no,no,no,cellular,aug,mon,79,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,79,4.36944785246702,999,6.90675477864855
23433,46,technician,divorced,professional.course,no,yes,yes,cellular,aug,wed,22,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,22,3.09104245335832,999,6.90675477864855
37315,58,technician,married,professional.course,no,no,no,cellular,aug,tue,48,2,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,no,48,3.87120101090789,999,6.90675477864855
28245,44,services,divorced,high.school,no,no,no,cellular,apr,tue,265,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,no,265,5.57972982598622,999,6.90675477864855
34868,34,self-employed,single,professional.course,no,yes,no,telephone,may,fri,10,7,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no,10,2.30258509299405,999,6.90675477864855
34088,49,blue-collar,married,high.school,unknown,yes,yes,cellular,may,wed,65,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no,65,4.17438726989564,999,6.90675477864855
36787,64,retired,married,unknown,no,yes,no,cellular,jun,mon,294,3,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no,294,5.68357976733868,999,6.90675477864855
9672,38,blue-collar,married,basic.6y,no,no,no,telephone,jun,mon,559,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,559,6.3261494731551,999,6.90675477864855
39166,37,admin.,single,university.degree,no,yes,no,cellular,mar,thu,194,2,999,1,failure,-1.8,93.369,-34.8,0.654,5008.7,no,194,5.26785815906333,999,6.90675477864855
6383,35,blue-collar,married,unknown,no,yes,no,telephone,may,tue,112,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no,112,4.71849887129509,999,6.90675477864855
39707,34,admin.,married,high.school,no,yes,no,cellular,may,thu,321,4,999,3,failure,-1.8,93.876,-40,0.692,5008.7,no,321,5.77144112313002,999,6.90675477864855
5820,35,admin.,single,high.school,no,yes,no,telephone,may,mon,319,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no,319,5.76519110278484,999,6.90675477864855
17122,51,retired,married,basic.9y,unknown,yes,no,cellular,jul,fri,50,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,50,3.91202300542815,999,6.90675477864855
24005,46,admin.,divorced,high.school,no,yes,no,telephone,oct,fri,3253,1,999,0,nonexistent,-0.1,93.798,-40.4,5.045,5195.8,no,3253,8.08733292647335,999,6.90675477864855
2846,48,admin.,divorced,high.school,no,yes,no,telephone,may,wed,152,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no,152,5.02388052084628,999,6.90675477864855
28148,44,technician,married,unknown,no,yes,no,cellular,apr,mon,104,1,999,1,failure,-1.8,93.075,-47.1,1.466,5099.1,no,104,4.64439089914137,999,6.90675477864855
8466,52,unemployed,married,high.school,unknown,yes,no,telephone,jun,tue,70,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,70,4.24849524204936,999,6.90675477864855
22886,44,blue-collar,married,basic.4y,no,no,yes,cellular,aug,mon,734,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,734,6.59850902861452,999,6.90675477864855
18512,34,unemployed,married,high.school,no,yes,yes,cellular,jul,thu,118,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no,118,4.77068462446567,999,6.90675477864855
35729,38,technician,single,professional.course,no,yes,no,cellular,may,mon,428,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no,428,6.0591231955818,999,6.90675477864855
2443,55,retired,married,basic.6y,unknown,no,no,telephone,may,tue,129,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no,129,4.85981240436167,999,6.90675477864855
7901,55,blue-collar,married,professional.course,unknown,yes,yes,telephone,jun,mon,354,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,354,5.86929691313377,999,6.90675477864855
18064,42,management,married,university.degree,no,yes,yes,telephone,jul,wed,270,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,270,5.59842195899838,999,6.90675477864855
9275,45,entrepreneur,married,university.degree,unknown,no,no,telephone,jun,fri,13,5,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,13,2.56494935746154,999,6.90675477864855
32146,39,blue-collar,divorced,basic.9y,no,yes,no,cellular,may,fri,247,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no,247,5.50938833662798,999,6.90675477864855
4173,42,services,married,basic.9y,unknown,no,no,telephone,may,mon,173,5,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no,173,5.15329159449778,999,6.90675477864855
3705,49,self-employed,married,professional.course,no,no,no,telephone,may,fri,374,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no,374,5.92425579741453,999,6.90675477864855
14350,31,blue-collar,married,high.school,no,no,yes,cellular,jul,mon,218,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,218,5.38449506278909,999,6.90675477864855
12454,30,services,married,high.school,no,yes,no,cellular,jul,mon,559,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no,559,6.3261494731551,999,6.90675477864855
21897,40,technician,single,professional.course,no,no,no,cellular,aug,wed,113,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,113,4.72738781871234,999,6.90675477864855
27980,56,entrepreneur,divorced,university.degree,no,no,no,cellular,apr,wed,202,2,999,0,nonexistent,-1.8,93.075,-47.1,1.498,5099.1,no,202,5.30826769740121,999,6.90675477864855
37897,27,management,single,university.degree,no,yes,no,cellular,sep,tue,137,2,4,2,success,-3.4,92.379,-29.8,0.819,5017.5,no,137,4.91998092582813,4,1.38629436111989
13412,24,management,married,university.degree,no,unknown,unknown,cellular,jul,wed,530,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,530,6.27287700654617,999,6.90675477864855
35136,39,blue-collar,divorced,high.school,unknown,no,yes,cellular,may,fri,172,2,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no,172,5.14749447681345,999,6.90675477864855
1879,25,admin.,married,high.school,no,yes,no,telephone,may,fri,231,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,231,5.44241771052179,999,6.90675477864855
