"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
"15654",28,"technician","married","basic.9y","no","unknown","unknown","cellular","jul","mon",153,2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
"22000",31,"technician","single","university.degree","unknown","no","no","cellular","aug","wed",605,2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"28357",43,"self-employed","married","high.school","unknown","yes","no","cellular","apr","wed",902,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.445,5099.1,"no"
"40651",66,"retired","married","unknown","no","no","no","cellular","sep","tue",332,5,999,0,"nonexistent",-1.1,94.199,-37.5,0.881,4963.6,"no"
"27555",48,"admin.","married","university.degree","no","no","no","cellular","nov","fri",634,4,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
"26375",29,"admin.","single","university.degree","no","no","no","cellular","nov","thu",103,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
"14130",25,"blue-collar","single","basic.9y","no","yes","no","cellular","jul","mon",244,7,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"31865",32,"admin.","married","university.degree","no","no","no","cellular","may","thu",235,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
"39763",74,"retired","married","professional.course","no","no","no","cellular","may","fri",309,4,999,3,"failure",-1.8,93.876,-40,0.699,5008.7,"no"
"37473",88,"retired","divorced","basic.4y","no","yes","no","cellular","aug","thu",402,2,999,0,"nonexistent",-2.9,92.201,-31.4,0.873,5076.2,"no"
"30115",61,"technician","married","university.degree","no","no","no","cellular","apr","tue",50,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.384,5099.1,"no"
"1178",38,"services","divorced","basic.6y","no","no","no","telephone","may","thu",180,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"26013",38,"admin.","married","university.degree","no","yes","no","cellular","nov","wed",223,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"2288",37,"unknown","married","university.degree","no","no","yes","telephone","may","tue",249,3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"1185",31,"technician","married","professional.course","no","no","no","telephone","may","thu",528,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"21971",41,"admin.","divorced","university.degree","no","yes","no","cellular","aug","wed",116,2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"24459",42,"admin.","married","high.school","no","yes","no","cellular","nov","mon",131,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
"5743",44,"management","married","university.degree","unknown","yes","no","telephone","may","mon",289,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"32679",38,"blue-collar","married","basic.6y","no","yes","no","cellular","may","mon",135,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
"4800",33,"blue-collar","married","professional.course","no","yes","no","telephone","may","wed",161,4,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"1080",26,"technician","single","basic.9y","no","yes","no","telephone","may","wed",139,3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"1200",44,"technician","divorced","unknown","no","yes","no","telephone","may","thu",86,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"30705",47,"technician","married","professional.course","unknown","yes","no","cellular","may","tue",60,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
"6949",37,"admin.","married","high.school","unknown","yes","no","telephone","may","thu",37,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"1357",55,"housemaid","married","basic.4y","no","yes","no","telephone","may","thu",14,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"32544",34,"blue-collar","married","basic.9y","no","yes","no","telephone","may","fri",26,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
"5220",44,"admin.","married","high.school","no","no","no","telephone","may","fri",465,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"20645",36,"admin.","single","university.degree","no","no","no","cellular","aug","wed",142,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"18370",37,"services","divorced","high.school","no","no","no","cellular","jul","thu",98,3,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
"14878",25,"services","married","basic.9y","no","no","no","cellular","jul","wed",128,2,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
"33801",35,"entrepreneur","married","university.degree","no","no","no","cellular","may","wed",104,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
"30206",30,"student","single","university.degree","no","no","no","cellular","apr","thu",200,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"no"
"10296",46,"management","married","basic.4y","unknown","yes","no","telephone","jun","mon",227,1,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"no"
"31641",52,"entrepreneur","married","high.school","no","yes","no","cellular","may","thu",69,1,999,1,"failure",-1.8,92.893,-46.2,1.327,5099.1,"no"
"16167",49,"admin.","single","high.school","no","yes","no","cellular","jul","tue",1281,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"26956",59,"blue-collar","married","basic.9y","no","yes","no","cellular","nov","thu",370,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
"8112",57,"housemaid","married","professional.course","no","no","yes","telephone","jun","mon",110,3,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
"25823",40,"technician","married","basic.9y","no","no","no","cellular","nov","wed",198,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"18454",33,"services","divorced","high.school","no","no","yes","cellular","jul","thu",51,7,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
"5006",28,"admin.","single","university.degree","no","no","no","telephone","may","wed",165,2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"34539",43,"blue-collar","married","basic.9y","unknown","yes","no","cellular","may","thu",543,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
"24333",34,"unemployed","married","university.degree","no","yes","no","telephone","nov","mon",155,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
"21914",60,"retired","married","university.degree","no","no","no","cellular","aug","wed",332,2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"4101",35,"blue-collar","divorced","basic.9y","no","yes","yes","telephone","may","mon",400,2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"1151",50,"blue-collar","married","basic.9y","unknown","no","no","telephone","may","thu",77,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"20355",58,"retired","married","university.degree","no","yes","no","cellular","aug","tue",327,1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
"12092",49,"housemaid","divorced","basic.4y","no","no","no","telephone","jun","fri",114,4,999,0,"nonexistent",1.4,94.465,-41.8,4.947,5228.1,"no"
"8259",40,"admin.","married","high.school","no","yes","no","telephone","jun","tue",406,3,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"30783",37,"blue-collar","married","basic.6y","no","yes","yes","cellular","may","tue",98,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
"25700",35,"blue-collar","married","high.school","no","yes","no","cellular","nov","wed",661,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"21369",33,"technician","married","university.degree","unknown","yes","no","cellular","aug","mon",153,7,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"29841",50,"blue-collar","married","basic.4y","no","no","no","cellular","apr","mon",246,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
"15034",35,"blue-collar","single","high.school","unknown","no","no","cellular","jul","thu",117,3,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
"20958",30,"admin.","married","university.degree","no","no","no","cellular","aug","thu",165,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"35707",46,"admin.","single","university.degree","no","yes","yes","cellular","may","mon",11,5,999,1,"failure",-1.8,92.893,-46.2,1.244,5099.1,"no"
"31823",42,"services","married","professional.course","no","yes","no","cellular","may","thu",103,2,999,1,"failure",-1.8,92.893,-46.2,1.327,5099.1,"no"
"26113",47,"housemaid","divorced","basic.4y","unknown","yes","yes","telephone","nov","wed",475,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"41181",36,"admin.","married","university.degree","no","no","no","cellular","nov","fri",254,2,999,0,"nonexistent",-1.1,94.767,-50.8,1.028,4963.6,"no"
"36597",30,"admin.","married","professional.course","no","yes","no","cellular","jun","thu",80,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"no"
"32",59,"technician","married","unknown","no","yes","no","telephone","may","mon",386,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"6907",42,"admin.","single","basic.9y","unknown","no","no","telephone","may","thu",42,7,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"10816",34,"technician","married","university.degree","no","yes","no","telephone","jun","wed",250,2,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
"10767",52,"unemployed","married","high.school","no","yes","no","telephone","jun","tue",235,2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"12281",34,"blue-collar","married","basic.9y","no","yes","no","telephone","jul","thu",225,2,999,0,"nonexistent",1.4,93.918,-42.7,4.966,5228.1,"no"
"13989",28,"services","married","high.school","no","no","no","cellular","jul","fri",117,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"22389",29,"admin.","single","university.degree","no","yes","yes","cellular","aug","fri",203,3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"9612",41,"technician","single","university.degree","unknown","yes","yes","telephone","jun","mon",378,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"26158",33,"admin.","single","high.school","no","yes","no","cellular","nov","wed",208,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"13449",45,"technician","married","professional.course","no","no","no","telephone","jul","wed",20,5,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"18855",53,"services","married","basic.9y","unknown","yes","no","cellular","aug","mon",148,1,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,"no"
"4487",41,"technician","married","professional.course","no","no","no","telephone","may","tue",148,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"31500",45,"services","divorced","high.school","unknown","no","no","cellular","may","wed",185,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no"
"16380",30,"management","married","university.degree","no","no","yes","cellular","jul","wed",92,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"8314",53,"housemaid","married","basic.4y","no","unknown","unknown","telephone","jun","tue",259,1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"27121",48,"blue-collar","married","professional.course","no","no","yes","cellular","nov","fri",344,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
"30935",31,"admin.","divorced","high.school","no","no","no","cellular","may","tue",101,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
"26250",37,"entrepreneur","married","high.school","unknown","no","no","cellular","nov","thu",68,1,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no"
"1748",48,"admin.","married","high.school","no","yes","yes","telephone","may","fri",230,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"21259",30,"technician","married","professional.course","no","yes","no","cellular","aug","mon",254,4,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"15288",29,"blue-collar","single","professional.course","no","no","no","cellular","jul","thu",43,8,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
"13400",33,"blue-collar","married","basic.6y","no","no","no","cellular","jul","wed",391,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"28216",41,"blue-collar","married","basic.9y","no","yes","no","cellular","apr","tue",272,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.453,5099.1,"no"
"19791",39,"technician","married","professional.course","unknown","no","no","cellular","aug","fri",49,1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
"16144",35,"admin.","married","university.degree","unknown","yes","no","cellular","jul","tue",403,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"4537",31,"technician","married","professional.course","no","yes","no","telephone","may","tue",130,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"37238",73,"retired","married","basic.9y","no","no","no","cellular","aug","fri",239,1,15,1,"success",-2.9,92.201,-31.4,0.881,5076.2,"no"
"1963",43,"services","divorced","basic.9y","no","yes","no","telephone","may","fri",284,4,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"19752",34,"admin.","single","university.degree","no","yes","yes","cellular","aug","fri",191,3,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
"5496",46,"blue-collar","married","unknown","no","yes","no","telephone","may","mon",299,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"33250",36,"admin.","single","university.degree","no","no","no","telephone","may","tue",168,5,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no"
"27016",33,"admin.","married","university.degree","no","yes","no","cellular","nov","fri",37,2,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"no"
"32238",29,"blue-collar","married","basic.9y","no","no","no","cellular","may","fri",111,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
"10004",45,"blue-collar","married","basic.9y","unknown","no","no","telephone","jun","wed",409,3,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
"3338",34,"management","married","university.degree","no","yes","no","telephone","may","thu",118,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"34863",29,"blue-collar","married","basic.9y","no","yes","no","cellular","may","fri",14,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
"31115",38,"blue-collar","married","basic.4y","no","yes","no","cellular","may","wed",100,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no"
"14132",33,"admin.","married","university.degree","no","no","no","cellular","jul","mon",158,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"32285",36,"admin.","married","university.degree","no","yes","no","cellular","may","fri",70,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
"27491",40,"management","married","university.degree","no","no","no","cellular","nov","fri",608,3,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
"33358",33,"services","married","basic.9y","no","no","yes","cellular","may","tue",277,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
"15852",44,"admin.","single","basic.9y","no","yes","no","cellular","jul","mon",50,5,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
"26740",31,"admin.","married","university.degree","no","no","no","cellular","nov","thu",427,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
"27829",28,"self-employed","single","university.degree","no","yes","no","cellular","mar","fri",186,2,999,0,"nonexistent",-1.8,92.843,-50,1.64,5099.1,"no"
"20493",33,"admin.","married","university.degree","no","no","yes","cellular","aug","tue",72,2,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
"18705",38,"blue-collar","single","basic.6y","no","no","no","telephone","jul","thu",114,4,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
"40959",63,"admin.","married","university.degree","no","yes","no","cellular","oct","thu",174,2,6,1,"success",-1.1,94.601,-49.5,0.987,4963.6,"no"
"39509",71,"retired","married","basic.4y","no","no","no","telephone","apr","mon",92,8,999,0,"nonexistent",-1.8,93.749,-34.6,0.645,5008.7,"no"
"33317",32,"blue-collar","divorced","basic.9y","no","yes","no","telephone","may","tue",179,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
"13867",42,"blue-collar","married","basic.9y","no","no","no","cellular","jul","fri",143,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"25812",38,"blue-collar","married","basic.6y","no","yes","no","cellular","nov","wed",448,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"1826",53,"admin.","married","university.degree","unknown","yes","no","telephone","may","fri",231,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"34780",29,"technician","single","high.school","no","no","no","cellular","may","thu",62,4,999,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,"no"
"9366",33,"technician","married","professional.course","no","no","no","telephone","jun","fri",1271,2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
"38305",28,"student","single","high.school","no","no","no","telephone","oct","thu",280,1,999,0,"nonexistent",-3.4,92.431,-26.9,0.74,5017.5,"no"
"8760",45,"unknown","married","unknown","no","no","no","telephone","jun","thu",484,8,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
"18968",60,"retired","married","university.degree","unknown","yes","no","cellular","aug","mon",368,2,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,"no"
"32323",37,"blue-collar","married","basic.6y","no","no","no","cellular","may","fri",78,1,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,"no"
"27517",46,"technician","married","professional.course","no","no","no","cellular","nov","fri",38,2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
"8894",59,"retired","married","high.school","unknown","no","yes","telephone","jun","thu",222,1,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
"27184",37,"blue-collar","married","basic.6y","no","no","no","cellular","nov","fri",68,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
"10345",41,"technician","married","professional.course","no","no","no","telephone","jun","mon",235,2,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"no"
"6034",37,"unemployed","married","professional.course","no","no","no","telephone","may","tue",118,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"8602",53,"technician","married","professional.course","unknown","yes","no","telephone","jun","wed",104,2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"27832",28,"self-employed","single","university.degree","no","no","no","cellular","mar","fri",114,1,999,0,"nonexistent",-1.8,92.843,-50,1.64,5099.1,"no"
"7848",39,"blue-collar","married","basic.9y","unknown","yes","no","telephone","jun","mon",389,1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
"4575",43,"blue-collar","married","basic.4y","unknown","yes","no","telephone","may","tue",103,3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"15467",50,"admin.","divorced","high.school","no","yes","no","cellular","jul","fri",95,4,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
"5884",30,"services","single","high.school","no","no","no","telephone","may","mon",113,5,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"32019",36,"services","married","high.school","no","no","no","cellular","may","thu",62,2,999,1,"failure",-1.8,92.893,-46.2,1.327,5099.1,"no"
"30907",36,"blue-collar","married","basic.4y","unknown","no","no","cellular","may","tue",246,1,999,1,"failure",-1.8,92.893,-46.2,1.344,5099.1,"no"
"39431",58,"housemaid","single","professional.course","no","no","no","cellular","apr","mon",158,2,6,2,"success",-1.8,93.749,-34.6,0.642,5008.7,"no"
"17800",53,"blue-collar","divorced","basic.4y","no","no","no","cellular","jul","tue",305,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"13651",30,"services","single","high.school","no","no","no","cellular","jul","thu",421,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"24466",42,"admin.","married","university.degree","no","yes","no","cellular","nov","mon",120,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
"9311",46,"blue-collar","married","professional.course","no","no","no","telephone","jun","fri",286,2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
"14155",40,"entrepreneur","married","university.degree","no","no","no","cellular","jul","mon",550,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"11393",37,"unemployed","single","professional.course","no","no","no","telephone","jun","fri",394,2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
"21064",53,"technician","married","professional.course","no","yes","no","cellular","aug","thu",178,2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"2110",38,"blue-collar","married","professional.course","no","no","no","telephone","may","mon",393,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"32134",35,"blue-collar","married","basic.9y","no","yes","no","cellular","may","fri",63,1,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,"no"
"33653",36,"blue-collar","divorced","basic.9y","unknown","no","no","cellular","may","wed",211,3,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"no"
"1914",45,"admin.","divorced","basic.9y","unknown","no","no","telephone","may","fri",488,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"25460",33,"services","single","high.school","no","yes","yes","cellular","nov","wed",125,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"36319",43,"admin.","married","high.school","unknown","yes","no","cellular","jun","mon",288,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.266,5076.2,"no"
"17390",58,"retired","married","unknown","unknown","yes","no","telephone","jul","mon",121,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"11077",29,"management","single","university.degree","unknown","yes","no","telephone","jun","wed",40,3,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
"30385",35,"services","divorced","high.school","no","no","no","cellular","apr","thu",301,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"no"
"30110",52,"blue-collar","married","basic.6y","no","no","no","cellular","apr","tue",139,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.384,5099.1,"no"
"22007",53,"admin.","married","high.school","no","no","no","cellular","aug","wed",552,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"29479",51,"blue-collar","married","basic.9y","unknown","yes","no","cellular","apr","mon",143,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
"29197",35,"blue-collar","married","basic.9y","no","no","no","cellular","apr","fri",402,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
"37438",33,"admin.","single","university.degree","no","unknown","unknown","cellular","aug","wed",123,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.879,5076.2,"no"
"12974",35,"technician","married","professional.course","no","yes","no","cellular","jul","tue",157,8,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"443",32,"blue-collar","divorced","basic.9y","unknown","no","no","telephone","may","tue",309,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"34185",29,"admin.","single","university.degree","no","yes","no","telephone","may","wed",51,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
"9602",40,"housemaid","single","university.degree","no","yes","no","telephone","jun","mon",29,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"33854",33,"services","single","high.school","no","yes","no","cellular","may","wed",281,1,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"no"
"30846",36,"admin.","single","high.school","no","yes","no","cellular","may","tue",220,1,999,1,"failure",-1.8,92.893,-46.2,1.344,5099.1,"no"
"30601",29,"management","married","university.degree","no","no","no","telephone","may","mon",150,5,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,"no"
"40668",80,"retired","divorced","basic.4y","no","yes","no","telephone","sep","thu",378,4,999,0,"nonexistent",-1.1,94.199,-37.5,0.879,4963.6,"no"
"5101",39,"blue-collar","married","basic.4y","no","no","yes","telephone","may","fri",534,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"1510",38,"admin.","married","basic.9y","unknown","no","no","telephone","may","thu",192,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"39919",40,"blue-collar","married","basic.9y","no","yes","no","cellular","jun","wed",133,3,3,2,"success",-1.7,94.055,-39.8,0.739,4991.6,"no"
"20272",39,"admin.","married","high.school","no","yes","no","cellular","aug","mon",154,3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"27049",57,"management","married","university.degree","no","no","no","cellular","nov","fri",289,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
"34501",21,"admin.","single","high.school","no","no","yes","cellular","may","thu",240,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
"7992",52,"admin.","divorced","university.degree","no","no","no","telephone","jun","mon",201,3,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
"9773",35,"technician","single","high.school","no","no","no","telephone","jun","mon",94,4,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"39748",40,"blue-collar","divorced","basic.9y","no","yes","no","telephone","may","thu",57,1,999,0,"nonexistent",-1.8,93.876,-40,0.699,5008.7,"no"
"1789",37,"housemaid","married","basic.4y","unknown","yes","yes","telephone","may","fri",331,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"30868",34,"services","married","high.school","no","no","no","cellular","may","tue",542,4,999,1,"failure",-1.8,92.893,-46.2,1.344,5099.1,"no"
"7424",26,"technician","married","professional.course","no","no","no","telephone","may","fri",180,1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
"38473",29,"admin.","single","university.degree","no","yes","no","cellular","oct","mon",110,2,999,0,"nonexistent",-3.4,92.431,-26.9,0.731,5017.5,"no"
"27298",31,"admin.","single","university.degree","no","no","no","cellular","nov","fri",264,2,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"no"
"16337",35,"housemaid","married","basic.4y","no","no","yes","cellular","jul","tue",203,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"3891",39,"blue-collar","married","basic.9y","no","no","no","telephone","may","fri",102,4,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
"26278",47,"blue-collar","married","basic.9y","unknown","yes","no","telephone","nov","thu",76,9,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
"37201",35,"admin.","single","university.degree","no","yes","no","cellular","aug","thu",116,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.883,5076.2,"no"
"3253",36,"blue-collar","single","basic.4y","no","no","no","telephone","may","thu",464,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"22244",38,"technician","married","professional.course","unknown","no","yes","cellular","aug","thu",318,3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"33320",41,"blue-collar","married","basic.9y","no","yes","yes","cellular","may","tue",225,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
"39440",33,"admin.","single","university.degree","no","yes","no","cellular","apr","mon",143,2,999,1,"failure",-1.8,93.749,-34.6,0.642,5008.7,"no"
"21420",54,"technician","married","professional.course","unknown","no","no","cellular","aug","tue",87,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
